country,alpha_2_code,alpha_3_code,numeric_code,year,"Population, total",GDP per capita (constant 2015 US$),GNI (current US$),"Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)",Military expenditure (% of GDP)
Bangladesh,BD,BGD,50,2011,150211005,1017.62773085139,138823283192.363,11.39516515524,68.809,1.21766894947597
Bangladesh,BD,BGD,50,2012,152090649,1070.59516386277,144641733718.615,6.21750422069265,69.554,1.18089723364654
Bangladesh,BD,BGD,50,2013,154030139,1120.68533444994,162054231781.72,7.53040640913173,69.565,1.11372942922328
Bangladesh,BD,BGD,50,2014,155961299,1173.89299995344,184407410605,6.99163889220857,69.986,1.1364432719278
Bangladesh,BD,BGD,50,2015,157830000,1236.00439239816,207742574200.85,6.19428022984991,70.491,1.20851710681525
Bangladesh,BD,BGD,50,2016,159784568,1307.73232780618,277662942840.797,5.51352572692995,71.09,1.22590038101547
Bangladesh,BD,BGD,50,2017,161793964,1376.60352606198,303897055746.642,5.70207015717245,71.788,1.12758110771325
Bangladesh,BD,BGD,50,2018,163683958,1460.30422758178,334231052503.426,5.54362139486469,72.567,1.15395753464462
Bangladesh,BD,BGD,50,2019,165516222,1557.96432747545,365625620840.599,5.59199639930629,72.806,1.24410082330294
Bangladesh,BD,BGD,50,2020,167420951,1593.34739987361,389378725871.71,5.69107474746206,71.968,1.24468950875224
Bangladesh,BD,BGD,50,2021,169356251,1684.43347946481,438174960002.054,5.54565430773478,72.381,1.19664698573287
Bangladesh,BD,BGD,50,2022,171186372,1784.73887962167,478432886578.706,7.69695437176858,,1.12882010548687
Barbados,BB,BRB,52,1960,232550,,,,64.564,
Barbados,BB,BRB,52,1961,233698,,,,65.318,
Barbados,BB,BRB,52,1962,234829,,,,65.897,
Barbados,BB,BRB,52,1963,235875,,,,66.487,
Barbados,BB,BRB,52,1964,236834,,,,67.02,
Barbados,BB,BRB,52,1965,237694,,,,67.376,
Barbados,BB,BRB,52,1966,238494,,,,67.805,
Barbados,BB,BRB,52,1967,239238,,,3.63487515335757,67.944,
Barbados,BB,BRB,52,1968,239905,,,7.48874318687617,68.114,
Barbados,BB,BRB,52,1969,240594,,,5.83523186605494,68.44,
Barbados,BB,BRB,52,1970,241397,,,7.28421637368521,68.272,
Barbados,BB,BRB,52,1971,242350,,,7.46925566353863,68.598,
Barbados,BB,BRB,52,1972,243458,,,11.8766562275328,68.929,
Barbados,BB,BRB,52,1973,244643,,,16.8550818260213,69.167,
Barbados,BB,BRB,52,1974,245851,11599.1955267548,,38.922928087811,69.519,
Barbados,BB,BRB,52,1975,247090,11321.7532755255,,20.294468762529,69.921,
Barbados,BB,BRB,52,1976,248359,11755.0343318513,,4.98676811113187,70.208,
Barbados,BB,BRB,52,1977,249663,12119.5436422899,,8.35236969934998,70.719,
Barbados,BB,BRB,52,1978,251009,12642.4476148815,,9.48238259101763,71.122,
Barbados,BB,BRB,52,1979,252334,13568.6920443994,,13.1698355431799,71.526,
Barbados,BB,BRB,52,1980,253575,14092.7504009081,,14.4305197203943,71.921,
Barbados,BB,BRB,52,1981,254684,13764.8232563452,,14.5675632146886,72.12,
Barbados,BB,BRB,52,1982,255642,13041.1630879555,,10.3324664370561,72.297,
Barbados,BB,BRB,52,1983,256505,13062.4359642462,,5.23029878288839,72.537,
Barbados,BB,BRB,52,1984,257279,13492.0205507774,,4.68579731185602,72.596,
Barbados,BB,BRB,52,1985,257911,13606.7705694931,,3.91510525082794,72.495,
Barbados,BB,BRB,52,1986,258370,14275.8762731567,1520310247.10386,1.33006845161916,72.568,
Barbados,BB,BRB,52,1987,258654,14629.6785924564,1670959081.19127,3.31173110743255,72.675,
Barbados,BB,BRB,52,1988,258762,15136.1846967335,1777556804.05708,4.85885917814048,72.652,
Barbados,BB,BRB,52,1989,258759,15681.2691492006,1980510117.83424,6.19011406844121,72.74,
Barbados,BB,BRB,52,1990,258868,15156.2121164658,1966737930.69159,3.07457271078017,72.752,
Barbados,BB,BRB,52,1991,259402,14535.1504588051,1981255904.1416,6.25752663270021,72.843,
Barbados,BB,BRB,52,1992,260212,13665.0639280762,1928700000,6.09389302994638,72.915,
Barbados,BB,BRB,52,1993,260995,13732.1160739054,2023666285.487,1.11343933604485,73.19,
Barbados,BB,BRB,52,1994,261712,13969.8613442244,2105901655.6456,0.0772043884602494,73.211,
Barbados,BB,BRB,52,1995,262303,14219.1043842434,2158504449.8583,1.87886279357229,73.298,
Barbados,BB,BRB,52,1996,262793,14756.9568171189,2293690647.83971,2.38615222842325,73.546,
Barbados,BB,BRB,52,1997,263224,15431.1434538548,2437577686.07368,7.71053878969885,73.547,
Barbados,BB,BRB,52,1998,263642,15981.1102008708,2749316362.55158,-1.26888660701212,73.728,
Barbados,BB,BRB,52,1999,264170,16002.5433073633,2866056779.19753,1.56006240249605,74.039,
Barbados,BB,BRB,52,2000,264657,16683.4506469959,2964350000,2.43581303489137,74.089,
Barbados,BB,BRB,52,2001,265377,16244.6160740962,2944900000,2.57783490431289,74.247,
Barbados,BB,BRB,52,2002,266455,16306.287921942,2987550000,0.125249458055991,74.366,
Barbados,BB,BRB,52,2003,267499,16596.003114101,3075550000,1.61943319838055,74.472,
Barbados,BB,BRB,52,2004,268505,16767.2145688566,3327650000,1.39442231075691,74.727,
Barbados,BB,BRB,52,2005,269477,17367.5632836121,3644500000,6.08218729535043,74.89,
Barbados,BB,BRB,52,2006,270425,18352.9594164871,3961049500,7.30766262828939,75.068,
Barbados,BB,BRB,52,2007,271444,18664.2188958837,4486183000,4.03422982885071,75.342,
Barbados,BB,BRB,52,2008,272635,18703.9335518807,4539297950,8.10810810810782,75.447,
Barbados,BB,BRB,52,2009,273791,17687.1046763664,4275448350,3.64386189258334,75.678,
Barbados,BB,BRB,52,2010,274711,17227.3326395674,4419200350,5.82421853311866,75.712,
Barbados,BB,BRB,52,2011,275486,17050.3440652183,4356253600,9.43220240177221,75.917,
Barbados,BB,BRB,52,2012,276197,16954.4562899944,4441446600,4.53334753888766,76.099,
Barbados,BB,BRB,52,2013,276865,16693.8075675886,4490950550,1.81410436049105,76.275,
Barbados,BB,BRB,52,2014,277493,16655.8392822213,4510158650,1.76950322089729,76.476,
Barbados,BB,BRB,52,2015,278083,17023.6943646321,4521057650,-1.11278992510967,76.65,
Barbados,BB,BRB,52,2016,278649,17419.7888783615,4621864150,1.28192813061895,76.815,
Barbados,BB,BRB,52,2017,279187,17466.652539458,4768553200,4.66018463955996,76.936,
Barbados,BB,BRB,52,2018,279688,17283.3779200865,4870250000,3.67381410406801,77.067,
Barbados,BB,BRB,52,2019,280180,17298.5067988704,5058100000,4.10028964518461,77.257,
Barbados,BB,BRB,52,2020,280693,15067.4369830702,4664800000,,77.393,
Barbados,BB,BRB,52,2021,281200,14922.5290785462,4726100000,,77.571,
Barbados,BB,BRB,52,2022,281635,16588.1488079926,5469950000,,,
Belarus,BY,BLR,112,1960,8198000,,,,69.2546097560976,
Belarus,BY,BLR,112,1961,8271216,,,,69.7383902439024,
Belarus,BY,BLR,112,1962,8351928,,,,69.4623170731708,
Belarus,BY,BLR,112,1963,8437232,,,,69.7097804878049,
Belarus,BY,BLR,112,1964,8524224,,,,70.619243902439,
Belarus,BY,BLR,112,1965,8610000,,,,70.5974878048781,
Belarus,BY,BLR,112,1966,8696496,,,,70.7689268292683,
Belarus,BY,BLR,112,1967,8785648,,,,70.9297804878049,
Belarus,BY,BLR,112,1968,8874552,,,,70.8127804878049,
Belarus,BY,BLR,112,1969,8960304,,,,70.9780243902439,
Belarus,BY,BLR,112,1970,9040000,,,,70.7444878048781,
Belarus,BY,BLR,112,1971,9115576,,,,71.0117073170732,
Belarus,BY,BLR,112,1972,9188968,,,,70.8493170731708,
Belarus,BY,BLR,112,1973,9257272,,,,71.0006585365854,
Belarus,BY,BLR,112,1974,9317584,,,,70.8546829268293,
Belarus,BY,BLR,112,1975,9367000,,,,70.4570975609756,
Belarus,BY,BLR,112,1976,9411000,,,,70.3968292682927,
Belarus,BY,BLR,112,1977,9463000,,,,70.2890243902439,
Belarus,BY,BLR,112,1978,9525000,,,,70.0817317073171,
Belarus,BY,BLR,112,1979,9584000,,,,69.9336341463415,
Belarus,BY,BLR,112,1980,9643000,,,,69.9277073170732,
Belarus,BY,BLR,112,1981,9710000,,,,69.907512195122,
Belarus,BY,BLR,112,1982,9776000,,,,70.0769024390244,
Belarus,BY,BLR,112,1983,9843000,,,,69.7948536585366,
Belarus,BY,BLR,112,1984,9910000,,,,69.5631951219512,
Belarus,BY,BLR,112,1985,9975000,,,,70.9926829268293,
Belarus,BY,BLR,112,1986,10043000,,,,71.549512195122,
Belarus,BY,BLR,112,1987,10111000,,,,70.990243902439,
Belarus,BY,BLR,112,1988,10140000,,,,71.3414634146341,
Belarus,BY,BLR,112,1989,10170000,,,,71.4829268292683,
Belarus,BY,BLR,112,1990,10189348,2890.53983992577,,,70.8365853658537,
Belarus,BY,BLR,112,1991,10194050,2854.53622737143,,,70.3780487804878,
Belarus,BY,BLR,112,1992,10216470,2574.83781487933,9200000000,,70.0219512195122,1.62249864791779
Belarus,BY,BLR,112,1993,10239050,2373.90339347031,16433333333.3333,1190.22923349187,68.9707317073171,2.79097146104819
Belarus,BY,BLR,112,1994,10226955,2098.63564378197,14931092436.9748,2221.01656992039,68.7682926829268,3.62160825483893
Belarus,BY,BLR,112,1995,10193831,1886.48765500704,13964441887.2267,709.346032118607,68.4609756097561,1.69946376942909
Belarus,BY,BLR,112,1996,10159569,1945.84949874724,14772769230.7692,52.7120767531954,68.5121951219512,1.26069255990701
Belarus,BY,BLR,112,1997,10117433,2176.70415422606,14110169491.5254,63.937366335748,68.4609756097561,1.76896655126353
Belarus,BY,BLR,112,1998,10071963,2370.19931902576,15213743767.6133,72.8697170535352,68.4073170731707,1.49509870243434
Belarus,BY,BLR,112,1999,10026738,2461.84020141509,12149659045.3269,293.678750889773,67.9073170731707,1.36676073838589
Belarus,BY,BLR,112,2000,9979610,2616.92718207462,12684136546.1847,168.620235850934,68.9121951219512,1.34698415075765
Belarus,BY,BLR,112,2001,9928549,2754.67940755159,12311559712.2302,61.1349331618476,68.5073170731707,1.43829074692244
Belarus,BY,BLR,112,2002,9865548,2912.1391533393,14564755544.6363,42.5375481348794,68.0560975609756,1.40024580052512
Belarus,BY,BLR,112,2003,9796749,3139.138008459,17850589634.7141,28.3978399133474,68.5536585365854,1.29906390002339
Belarus,BY,BLR,112,2004,9730146,3522.50895051924,23122951403.9977,18.1082424937646,68.9560975609756,1.35822231382833
Belarus,BY,BLR,112,2005,9663915,3880.03540993424,30265564438.9968,10.3388794457932,68.8512195121951,1.49845313530187
Belarus,BY,BLR,112,2006,9604924,4294.25195442984,36847123885.5523,6.99712903535587,69.4048780487805,1.70941249195756
Belarus,BY,BLR,112,2007,9560953,4685.00569510858,44864740363.8261,8.42675273505308,70.2073170731707,1.64976591437478
Belarus,BY,BLR,112,2008,9527985,5180.74043814711,59964234225.8004,14.8378764828254,70.4560975609756,1.45349285157346
Belarus,BY,BLR,112,2009,9504583,5203.88310280701,49759479064.1055,12.9456563410401,70.4073170731707,1.37257698145111
Belarus,BY,BLR,112,2010,9483836,5621.96765833161,56069265840.9742,7.73574804312507,70.4048780487805,1.3413834329232
Belarus,BY,BLR,112,2011,9461643,5938.25288220092,61079871266.8078,53.2286983118173,70.5536585365854,1.22449510976582
Belarus,BY,BLR,112,2012,9446836,6047.90392508586,64215516438.9641,59.2197360232518,71.9658536585366,1.22921872178113
Belarus,BY,BLR,112,2013,9443211,6110.9378011916,72875339440.6563,18.3122610377873,72.4707317073171,1.27079665150066
Belarus,BY,BLR,112,2014,9448515,6212.93577948099,76448782777.9462,18.1195543526735,72.9707317073171,1.26884247027803
Belarus,BY,BLR,112,2015,9461076,5967.06856034227,54061945285.662,13.5344897649735,73.6243902439025,1.25748235926647
Belarus,BY,BLR,112,2016,9469379,5811.25053972855,45473302428.7243,11.8365807653496,73.8268292682927,1.25351504491885
Belarus,BY,BLR,112,2017,9458989,5964.91436287762,52669765496.9979,6.03183725177785,74.1292682926829,1.14628901484848
Belarus,BY,BLR,112,2018,9438785,6165.95788671048,57861187726.0003,4.87230220550692,74.1756097560976,1.18226172889567
Belarus,BY,BLR,112,2019,9419758,6267.76513932041,62499831005.415,5.59815595039852,74.2268292682927,1.20086453042742
Belarus,BY,BLR,112,2020,9379952,6252.00881913912,58875118002.111,5.54814357456515,72.4572195121951,1.15287922586574
Belarus,BY,BLR,112,2021,9302585,6457.75126990834,67115938432.45,9.460283896231,72.3706829268293,1.11835004010897
Belarus,BY,BLR,112,2022,9228071,6204.09666224383,70077520349.9429,15.2096752740809,,1.20328256808078
Belgium,BE,BEL,56,1960,9153489,11734.306170839,11807650531.4178,0.299467254769695,69.7019512195122,3.39734786713587
Belgium,BE,BEL,56,1961,9183948,12277.6347194523,12526323162.3247,0.992676260767339,70.5209756097561,3.25907007379727
Belgium,BE,BEL,56,1962,9220578,12866.2287658556,13375866329.3162,1.40460703543514,70.219512195122,3.28475216700874
Belgium,BE,BEL,56,1963,9289770,13326.1132693154,14357591976.3048,2.14800341332202,70.0514634146342,3.2166309632907
Belgium,BE,BEL,56,1964,9378113,14118.902318486,16056233835.587,4.1687605856436996,70.7551219512195,3.21347165933831
Belgium,BE,BEL,56,1965,9463667,14489.4450965924,17501627559.3633,4.06520137474643,70.6253658536586,2.97306360209053
Belgium,BE,BEL,56,1966,9527807,14846.0973473565,18795959368.4511,4.17434761852995,70.7063414634146,3.11258602859894
Belgium,BE,BEL,56,1967,9580991,15334.7678862416,20151866620.6696,2.73030268590907,71.0129268292683,3.13458162424807
Belgium,BE,BEL,56,1968,9618756,15915.1956538995,21553812529.3565,2.70144982931349,70.6931707317073,3.11509001127571
Belgium,BE,BEL,56,1969,9646032,16922.3543777831,23898239777.8942,3.75399229053284,70.7648780487805,2.93181499649615
Belgium,BE,BEL,56,1970,9655549,17849.4947135456,27089802339.6531,3.9084723847191,70.9719512195122,2.91864009674006
Belgium,BE,BEL,56,1971,9673162,18527.1487401867,30210254913.2473,4.34362854612092,71.0604878048781,2.89892591889451
Belgium,BE,BEL,56,1972,9711115,19432.03103295,37705546695.9949,5.44843128438085,71.4051219512195,2.88076004125292
Belgium,BE,BEL,56,1973,9741720,20607.1809135777,48300143862.5543,6.95528008719914,71.6353658536586,2.83531113278907
Belgium,BE,BEL,56,1974,9772419,21480.261317053,56680050745.6504,12.6778877513452,71.9858536585366,2.76141618803791
Belgium,BE,BEL,56,1975,9800700,20997.2068325293,66428486344.1922,12.7681985920515,71.9712195121951,3.06503453940771
Belgium,BE,BEL,56,1976,9818227,22144.5236139589,71947319749.2163,9.06860981054968,72.119756097561,3.09336953424019
Belgium,BE,BEL,56,1977,9830358,22255.6844094244,83582818232.9769,7.09600059132598,72.7739024390244,3.14324864709375
Belgium,BE,BEL,56,1978,9839534,22866.8232310329,102036695273.473,4.47059331592944,72.6980487804878,3.26152206121967
Belgium,BE,BEL,56,1979,9848382,23381.1272443226,116682691249.312,4.46908394900479,73.1936585365854,3.26134501753371
Belgium,BE,BEL,56,1980,9859242,24393.2981775195,126898081114.637,6.64868829655356,73.2070731707317,3.25019538550409
Belgium,BE,BEL,56,1981,9858982,24325.8132752066,104870916992.612,7.62748656814276,73.6217073170732,3.36604943606586
Belgium,BE,BEL,56,1982,9856303,24477.1998826276,91784983224.4393,8.72654906555469,73.8880487804878,3.26994459142415
Belgium,BE,BEL,56,1983,9855520,24555.480969759,86845298619.3294,7.66160983743883,73.8690243902439,3.19141317049267
Belgium,BE,BEL,56,1984,9855372,25161.4909793831,83204003071.7677,6.34177491009126,74.4048780487805,3.00790244923592
Belgium,BE,BEL,56,1985,9858308,25569.4893301131,86372091854.0662,4.86873399496944,74.520243902439,2.9312338541026
Belgium,BE,BEL,56,1986,9861823,26026.2804981502,120264512371.32,1.2943681910248,74.7317073170732,2.95377262399122
Belgium,BE,BEL,56,1987,9870234,26603.9280981301,150162393300.918,1.55338261314948,75.3658536585366,2.90179479261597
Belgium,BE,BEL,56,1988,9901664,27772.0520454683,163105286889.742,1.16093493415325,75.5658536585366,2.62874841616219
Belgium,BE,BEL,56,1989,9937697,28631.3190930238,164539499385.749,3.10705065111094,75.6326829268293,2.46085432355232
Belgium,BE,BEL,56,1990,9967379,29441.6621481593,205980494929.986,3.44831217961808,76.0519512195122,2.35544045891723
Belgium,BE,BEL,56,1991,10004486,29870.1477747077,211977481393.975,3.2153106926081,76.1921951219512,2.28769284712482
Belgium,BE,BEL,56,1992,10045158,30204.5637515713,236359025094.103,2.42795567164615,76.3512195121951,1.83233253009366
Belgium,BE,BEL,56,1993,10084475,29797.4063198776,228457699393.657,2.75442643473461,76.3453658536585,1.73596589343319
Belgium,BE,BEL,56,1994,10115603,30664.3078546408,250882987701.953,2.37754084476398,76.6917073170732,1.67714315012305
Belgium,BE,BEL,56,1995,10136811,31329.892072751,294350437876.3,1.46796699090272,76.8407317073171,1.56575215144642
Belgium,BE,BEL,56,1996,10156637,31681.9363634502,285695114006.515,2.07702107350674,77.1873170731707,1.54010265143452
Belgium,BE,BEL,56,1997,10181245,32804.3605402361,258857352277.853,1.62816049512958,77.3707317073171,1.47697579587888
Belgium,BE,BEL,56,1998,10203008,33376.5748398965,264807068237.386,0.94925028835061,77.4731707317073,1.46391926511004
Belgium,BE,BEL,56,1999,10226419,34479.9064484695,264261508381.506,1.12084823417845,77.619512195122,1.38583555922092
Belgium,BE,BEL,56,2000,10251250,35674.7912530713,242895045507.608,2.54451776190908,77.7219512195122,1.34121027642881
Belgium,BE,BEL,56,2001,10286570,35943.2379602838,241174671366.339,2.46925823086078,77.9731707317073,1.27650416647228
Belgium,BE,BEL,56,2002,10332785,36393.2417665704,262848882179.059,1.64521436175357,78.0756097560976,1.21571220776463
Belgium,BE,BEL,56,2003,10376133,36617.3803840227,324156068000.195,1.5889639997038,78.1292682926829,1.21498815616525
Belgium,BE,BEL,56,2004,10421137,37761.2813189981,374341455841.082,2.09728311239314,78.8780487804878,1.14927213880449
Belgium,BE,BEL,56,2005,10478617,38426.0519083731,390533497082.023,2.78143263670022,78.9804878048781,1.09664118158572
Belgium,BE,BEL,56,2006,10547958,39147.7635597291,414131146527.529,1.7912077007046,79.380487804878,1.05612306878486
Belgium,BE,BEL,56,2007,10625700,40290.2277563956,477472767241.296,1.82305630026808,79.7829268292683,1.09801876439276
Belgium,BE,BEL,56,2008,10709973,40151.8498740394,529910842181.875,4.48944420508401,79.6804878048781,1.22191451658895
Belgium,BE,BEL,56,2009,10796493,39025.2207908291,492240893720.195,-0.0531456741253769,80.0341463414634,1.1677684366565
Belgium,BE,BEL,56,2010,10895586,39777.9252767366,488810029890.001,2.18929920422457,80.1829268292683,1.09048821653131
Belgium,BE,BEL,56,2011,11038264,39929.0951439359,524167615222.764,3.53208210722742,80.5853658536585,1.05221776971326
Belgium,BE,BEL,56,2012,11106932,39975.5736402458,507665999692.266,2.83966343445899,80.3853658536585,1.0417564900031
Belgium,BE,BEL,56,2013,11159407,39970.3174974794,534645338501.413,1.1130959402754,80.5878048780488,1.00895947872124
Belgium,BE,BEL,56,2014,11209057,40421.4207919096,546624135613.253,0.340002833356922,81.2878048780488,0.970959791148112
Belgium,BE,BEL,56,2015,11274196,41008.296719472,468878816162.656,0.561429152790065,80.9926829268293,0.909284202068915
Belgium,BE,BEL,56,2016,11331422,41318.0196388476,480629064768.328,1.97385264653181,81.4390243902439,0.89470623618152
Belgium,BE,BEL,56,2017,11375158,41825.7628316432,507373706788.236,2.12597086002607,81.4926829268293,0.883563446003045
Belgium,BE,BEL,56,2018,11427054,42382.3182763247,548107677571.921,2.05316499865186,81.5951219512195,0.891358084802809
Belgium,BE,BEL,56,2019,11488980,43098.4750626966,541049419119.999,1.43681956996429,81.9951219512195,0.888487292252087
Belgium,BE,BEL,56,2020,11538604,40655.5571522973,531671614966.383,0.740791812220344,80.6951219512195,1.01451352391109
Belgium,BE,BEL,56,2021,11586195,43262.4315898987,607143534636.037,2.44024851144084,81.890243902439,1.05034404939086
Belgium,BE,BEL,56,2022,11685814,44184.6852868064,592448849483.465,9.597511728725,,1.17973708133594
Belize,BZ,BLZ,84,1960,91403,1558.79146139489,27931217.9312179,,58.163,
Belize,BZ,BLZ,84,1961,93757,1593.99986397467,29756049.7560498,,53.356,
Belize,BZ,BLZ,84,1962,96188,1629.73185477127,31702121.7021217,,59,
Belize,BZ,BLZ,84,1963,98862,1664.2429446185,33588483.5884836,,59.569,
Belize,BZ,BLZ,84,1964,101772,1697.4875968494,36024696.024696,,60.057,
Belize,BZ,BLZ,84,1965,104838,1729.09200808346,39900039.9000399,,60.629,
Belize,BZ,BLZ,84,1966,108062,1757.53619084464,44240044.2400442,,60.963,
Belize,BZ,BLZ,84,1967,111411,1788.45913472421,47224132.3601296,,61.5,
Belize,BZ,BLZ,84,1968,114825,1863.1266152242,43439913.1201738,,62.192,
Belize,BZ,BLZ,84,1969,118145,1903.2355207645,45719908.5601829,,62.77,
Belize,BZ,BLZ,84,1970,120905,1949.2017057622,51599896.8002064,,63.468,
Belize,BZ,BLZ,84,1971,123091,1990.39228732307,56823643.5028187,,64.204,
Belize,BZ,BLZ,84,1972,125054,2159.34042724342,63063434.3222429,,64.453,
Belize,BZ,BLZ,84,1973,126875,2242.25497518472,74111095.5947385,,64.622,
Belize,BZ,BLZ,84,1974,128620,2511.75845863186,92347598.6994185,,65.03,
Belize,BZ,BLZ,84,1975,130801,2558.61527701577,105915564.001761,,65.942,
Belize,BZ,BLZ,84,1976,133471,2506.57880100683,88692274.2020054,,66.268,
Belize,BZ,BLZ,84,1977,136183,2616.26119112696,112050000,,66.518,
Belize,BZ,BLZ,84,1978,138933,2767.60283932013,129500000,,66.885,
Belize,BZ,BLZ,84,1979,141823,2915.00791355973,146500000,,67.399,
Belize,BZ,BLZ,84,1980,145133,3231.27371254092,195988222.43,,67.756,
Belize,BZ,BLZ,84,1981,148764,3188.14652605399,194189854.655,11.2244897960225,68.068,1.15896992837435
Belize,BZ,BLZ,84,1982,152409,3108.54725928843,177306326.985,6.83903252716288,67.955,1.43758716875872
Belize,BZ,BLZ,84,1983,156053,2970.89337005879,186603185.955,4.99609679980487,68.14,1.53438103553192
Belize,BZ,BLZ,84,1984,159721,2959.90914344308,206681949.02,3.38289962863707,68.64,1.54391891891892
Belize,BZ,BLZ,84,1985,163436,2921.91686971687,202743742.665,6.2371661180555,69.462,1.55982599550648
Belize,BZ,BLZ,84,1986,167191,2985.95270708503,225438320.535,0.799771493858953,69.704,
Belize,BZ,BLZ,84,1987,170980,3233.23007802175,274982558.585,2.0119013884953,70.198,
Belize,BZ,BLZ,84,1988,174817,3471.77836217117,313893360.27,3.13888888888894,70.781,
Belize,BZ,BLZ,84,1989,178695,3838.28426926129,359433890.705,2.12765957446807,70.724,1.19933223186011
Belize,BZ,BLZ,84,1990,182589,4112.3351346481,537586365.523175,3.05907172995786,70.744,0.867929438960804
Belize,BZ,BLZ,84,1991,186462,4501.23662633497,585575697.04556,0.76195150080688,70.248,0.790212330467288
Belize,BZ,BLZ,84,1992,190299,4972.20639290369,678675168.24559,2.39670073025188,69.979,0.763108824341062
Belize,BZ,BLZ,84,1993,194177,5171.99742590505,731468765.327715,1.4725969469368,69.988,0.816419365598945
Belize,BZ,BLZ,84,1994,198416,5060.49017950617,744032909.481095,2.56934304644295,70.316,1.02367727911951
Belize,BZ,BLZ,84,1995,203556,4968.7931887733,793920320.228815,2.88961584372151,69.887,0.983650030490672
Belize,BZ,BLZ,84,1996,209840,4873.27030403234,821801526.869645,5.96502097537242,69.806,0.935552759791311
Belize,BZ,BLZ,84,1997,217117,4909.38308472894,847519665.17749,1.1490375676054,69.212,1.0825121452884
Belize,BZ,BLZ,84,1998,224907,4923.84254351543,894398706.039735,2.1952625003759,68.599,
Belize,BZ,BLZ,84,1999,232733,5206.65184289169,956765718.694785,2.62139524582746,68.773,
Belize,BZ,BLZ,84,2000,240406,5657.45668410412,1081857660.62071,3.06743966930585,68.564,0.637640601035117
Belize,BZ,BLZ,84,2001,248100,5755.75700733671,1101078473.94349,3.65141786561502,68.357,0.640861919286908
Belize,BZ,BLZ,84,2002,255987,5879.60420677488,1172578390.09348,4.24026660688645,68.752,0.635154452981164
Belize,BZ,BLZ,84,2003,263998,6252.22071808097,1213904010.75674,2.31808274663101,68.909,0.658829265439533
Belize,BZ,BLZ,84,2004,272128,6355.39959263598,1277529840.60003,6.39443099742399,69.227,0.682599472357748
Belize,BZ,BLZ,84,2005,280375,6305.35056027776,1353719706.19917,-1.1043104441191,69.376,0.732853762105928
Belize,BZ,BLZ,84,2006,288729,6399.14591076674,1458924803.22049,-7.11376771265014,70.093,0.776926086363979
Belize,BZ,BLZ,84,2007,297173,6422.30432705668,1540261498.91439,2.31808274642021,70.655,0.811211021812404
Belize,BZ,BLZ,84,2008,305671,6147.69092738349,1566744314.0667,6.39443100250034,71.151,1.08251738711146
Belize,BZ,BLZ,84,2009,314171,5954.4055819312,1590828548.43468,-1.10431044864355,71.819,1.02740602554967
Belize,BZ,BLZ,84,2010,322106,5879.73330072552,1600571045.44027,0.917977378808888,72.272,0.882120947796902
Belize,BZ,BLZ,84,2011,329538,5729.99205705659,1721631938.17757,1.602056156402,72.651,0.847261619469757
Belize,BZ,BLZ,84,2012,337059,5807.26305278482,1779303249.8643,1.30058074547858,73.245,0.799645823373709
Belize,BZ,BLZ,84,2013,344688,5930.7323907739,1902557434.18064,0.50974776898322,73.666,0.875994241454445
Belize,BZ,BLZ,84,2014,352335,6034.40219556644,1987326308.7748,1.20139964481058,73.311,0.931581993475936
Belize,BZ,BLZ,84,2015,359871,6098.60007958976,2099243401.27913,-0.861584009427748,73.187,0.892029622473818
Belize,BZ,BLZ,84,2016,367313,5974.37916958583,2129785683.66272,0.663427167917601,73.399,0.961415089078378
Belize,BZ,BLZ,84,2017,374693,5750.50356874356,2141415678.72349,1.14765339305816,73.562,1.00847400642723
Belize,BZ,BLZ,84,2018,382066,5699.06280152249,2136543790.85138,0.269982622646335,73.703,1.00824449263405
Belize,BZ,BLZ,84,2019,389095,5833.17356188628,2223288648.03869,0.187069385181424,73.931,1.01069424875085
Belize,BZ,BLZ,84,2020,394921,4957.94386791141,1989091688.08852,0.121434644614894,72.854,1.25112140600777
Belize,BZ,BLZ,84,2021,400031,5768.90838784117,2346645163.64715,3.23563659237071,70.47,1.00947819584936
Belize,BZ,BLZ,84,2022,405272,6191.66283746796,2698024128.13678,6.27689319447544,,0.861167113650318
Benin,BJ,BEN,204,1960,2512284,657.21894149189,225482255.455014,,38.181,0.871584699453552
Benin,BJ,BEN,204,1961,2551216,667.519708604409,234942177.019889,,38.542,1.39528795811518
Benin,BJ,BEN,204,1962,2593302,634.185933002899,235707445.372139,,38.928,1.7516339869281
Benin,BJ,BEN,204,1963,2638082,652.908959849862,253176507.391541,,39.334,1.73684210526316
Benin,BJ,BEN,204,1964,2685619,684.006879033674,269046301.817679,,39.758,2.18169900980828
Benin,BJ,BEN,204,1965,2735843,706.995675875472,289108671.641642,,40.184,2.10650887573965
Benin,BJ,BEN,204,1966,2788642,718.412241856919,302825235.329871,,40.648,1.90023259677687
Benin,BJ,BEN,204,1967,2843739,712.090360993582,305821945.28055,,41.055,1.97625210567402
Benin,BJ,BEN,204,1968,2901218,724.801236685872,324923119.287761,,41.522,2.07212475633528
Benin,BJ,BEN,204,1969,2961166,730.561746855489,328248234.288019,,41.849,1.89473684210526
Benin,BJ,BEN,204,1970,3023443,730.523347660338,331127729.566977,,42.189,1.62528151941587
Benin,BJ,BEN,204,1971,3088381,704.458103043776,331970374.676923,,42.581,1.60104203413747
